id_unico,año,fuente,disciplina,forma,numero_en_fuente,es_piloto,pagina_pdf,enunciado_pregunta,tiene_imagen_enunciado,imagen_enunciado,imagen_pregunta_completa,alternativa_a_texto,alternativa_a_imagen,alternativa_b_texto,alternativa_b_imagen,alternativa_c_texto,alternativa_c_imagen,alternativa_d_texto,alternativa_d_imagen,alternativa_correcta
PAES_2024_M1_Q53,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,53,False,43,"Para llegar a la casa de Diego, Juan desde su casa debe caminar 2 cuadras hacia el este y 5 cuadras hacia el sur. Luego, para llegar a la casa de Pedro, desde la casa de Diego, Juan debe caminar una cuadra hacia el este y una cuadra hacia el sur. Considera que todas las cuadras son del mismo tamaño. Se grafica en un plano cartesiano el recorrido realizado, considerando la casa de Juan en el punto de origen del plano cartesiano, como el que se representa en la figura adjunta. Norte (eje Y) Oeste Este (eje X) Sur En el gráfico realizado en el plano cartesiano, ¿cuál de los siguientes es el vector de traslación que permite trasladarse de la casa de Juan a la casa de Pedro?",True,assets/images/2024/PAES_2024_M1_Q53_enunciado.png,assets/images/2024/PAES_2024_M1_Q53_completa.png,"(-3, -6)",,"(-3, 6)",,"(3, -6)",,"(3, 6)",,C
PAES_2024_M1_Q54,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,54,False,44,"En la oficina administrativa de una empresa se les preguntó, a las personas que allí trabajan, cuántas horas extraordinarias de trabajo habían realizado en el mes anterior, registrándose las respuestas en la tabla adjunta. Horas extraordinarias Frecuencia 1 5 2 3 3 2 ¿Cuál de los siguientes gráficos representa correctamente la información entregada en la tabla?",True,assets/images/2024/PAES_2024_M1_Q54_enunciado.png,assets/images/2024/PAES_2024_M1_Q54_completa.png,Frecuencia 3 2 1 0 2 3 5 Horas extraordinarias,assets/images/2024/PAES_2024_M1_Q54_alt_a.png,Frecuencia 5 3 2 0 1 2 3 Horas extraordinarias,assets/images/2024/PAES_2024_M1_Q54_alt_b.png,Frecuencia 6 5 0 1 2 3 Horas extraordinarias,assets/images/2024/PAES_2024_M1_Q54_alt_c.png,Frecuencia 5 3 2 0 1 2 3 Horas extraordinarias,assets/images/2024/PAES_2024_M1_Q54_alt_d.png,D
PAES_2024_M1_Q55,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,55,False,45,"Una empresa realiza una investigación sobre los sueldos de las personas de las distintas áreas que esta empresa tiene, y agrupa la información en el siguiente histograma, en el que los sueldos están en millones de pesos. Frecuencia 7 5 2 1 [ 1, 2 [ [ 2,3 [ [ 3, 4 [ [ 4, 5 [ Sueldo de las personas de distintas áreas ¿Cuál de las siguientes tablas representa los sueldos de las personas de la empresa, en millones de pesos?",True,assets/images/2024/PAES_2024_M1_Q55_enunciado.png,assets/images/2024/PAES_2024_M1_Q55_completa.png,"Sueldos Frecuencia 1,5 7 2,5 12 3,5 14 4,5 15",assets/images/2024/PAES_2024_M1_Q55_alt_a.png,"Sueldos Frecuencia [1, 2[ 7 [2, 3[ 12 [3, 4[ 14 [4, 5[ 15",assets/images/2024/PAES_2024_M1_Q55_alt_b.png,"Sueldos Frecuencia [1, 2[ 7 [2, 3[ 5 [3, 4[ 2 [4, 5[ 1",assets/images/2024/PAES_2024_M1_Q55_alt_c.png,"Sueldos Frecuencia 1,5 7 2,5 5 3,5 2 4,5 1",assets/images/2024/PAES_2024_M1_Q55_alt_d.png,C
PAES_2024_M1_Q56,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,56,False,46,"Considera el siguiente grupo de datos 12, 6, 14, 12 y 16. ¿Cuál de las siguientes afirmaciones es verdadera?",False,,assets/images/2024/PAES_2024_M1_Q56_completa.png,El rango del grupo de datos es 4.,,El promedio de los datos es 12.,,La mediana de los datos es 14.,,La moda de los datos es 16.,,B
PAES_2024_M1_Q57,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,57,False,47,"En la siguiente tabla se presenta información sobre el total de unidades vendidas, por una persona, durante un periodo de cinco semanas, de cuatro productos distintos. Producto Cantidad de unidades vendidas 1 120 2 200 3 200 4 250 Una semana después, los productos 1 y 2 registraron ventas de 80 unidades cada uno, el producto 3 registró ventas de 100 unidades y el producto 4 registró ventas de 40 unidades. En consideración de estas seis semanas, ¿cuál producto registró un mayor promedio de ventas semanal?",True,assets/images/2024/PAES_2024_M1_Q57_enunciado.png,assets/images/2024/PAES_2024_M1_Q57_completa.png,El producto 1,,El producto 2,,El producto 3,,El producto 4,,C
PAES_2024_M1_Q58,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,58,False,48,"En las tablas adjuntas se presentan las distribuciones de la edad, en años, de dos grupos de personas, A y B: Grupo A Grupo B Edad en años Frecuencia Edad en años Frecuencia 10 5 8 3 14 2 13 1 17 1 17 2 25 4 25 4 ¿Cuál de las siguientes afirmaciones es verdadera?",True,assets/images/2024/PAES_2024_M1_Q58_enunciado.png,assets/images/2024/PAES_2024_M1_Q58_completa.png,El rango de la edad en el grupo A es mayor que el rango de la edad en el grupo B.,,La moda de la edad del grupo A es 15 años menor que la del grupo B.,,La mediana de la edad del grupo A es mayor que la mediana de la edad del grupo B.,,El rango de la edad de ambos grupos es 25 años.,,B
PAES_2024_M1_Q59,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,59,False,49,Se encuestó a doce familias respecto a la cantidad de familiares que tienen en el extranjero. En la tabla adjunta se registran los resultados obtenidos. Cantidad de familiares 4 1 1 0 3 2 2 3 0 1 1 6 en el extranjero ¿Cuál es el promedio de la cantidad de familiares en el extranjero que tienen estas familias?,True,assets/images/2024/PAES_2024_M1_Q59_enunciado.png,assets/images/2024/PAES_2024_M1_Q59_completa.png,1,,2,,"2,4",,3,,B
PAES_2024_M1_Q60,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,60,False,50,Una municipalidad ofrece un subsidio para mejoramiento de infraestructura del hogar a todos los habitantes de la comuna que pertenecen al 60 % de menores ingresos de la población del país. ¿Cuál de las siguientes afirmaciones respecto del ingreso de una vecina de la comuna asegura que puede optar a este subsidio?,False,,assets/images/2024/PAES_2024_M1_Q60_completa.png,Que sea mayor que el percentil 20 de los ingresos de la población del país.,,Que sea menor que el percentil 40 de los ingresos de la población del país.,,Que sea igual que el percentil 50 de los ingresos de la población de la comuna.,,Que sea igual que el percentil 60 de los ingresos de la población de la comuna.,,B
PAES_2024_M1_Q61,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,61,False,51,"En la figura adjunta se resumen las temperaturas del aire cerca de la superficie de cinco ciudades en cierto año. Adaptado de Plot temperature distribution as box plots for a defined set of cities, por Climate Change Service, 2020, (https://cds.climate.copernicus.eu/toolbox/doc/gallery/54_box_plots.html). ¿Cuál es la ciudad que tuvo la menor diferencia entre la temperatura máxima y mínima registrada, según la figura?",True,assets/images/2024/PAES_2024_M1_Q61_enunciado.png,assets/images/2024/PAES_2024_M1_Q61_completa.png,Tombuctú,,Reikiavik,,Calama,,La Habana,,D
PAES_2024_M1_Q62,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,62,False,52,"Los siguientes datos corresponden a la masa de los tomates cosechados en un huerto de una escuela: 75 g, 77 g, 84 g, 98 g, 101 g, 116 g, 129 g, 132 g, 145 g, 152 g, 163 g y 176 g. ¿Cuál de los siguientes percentiles supera los 100 g?",False,,assets/images/2024/PAES_2024_M1_Q62_completa.png,10,,20,,30,,40,,D
PAES_2024_M1_Q63,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,63,False,53,"Una caja contiene en total 5 fichas del mismo tipo numeradas correlativamente del 1 al 5 y otra caja contiene en total 5 fichas del mismo tipo numeradas correlativamente del 6 al 10. Si se selecciona una ficha al azar de cada caja, ¿cuál es la probabilidad de que la suma de los números de las fichas sea un número par? 1",False,,assets/images/2024/PAES_2024_M1_Q63_completa.png,12 1,,4 12,,25 4,,25,,C
PAES_2024_M1_Q64,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,64,False,54,"A una reunión internacional asistirán personas que hablan francés, inglés y español. Se sabe que, del total de ellas, seis solo hablan francés, diez solo hablan inglés, tres personas hablan los tres idiomas y se encargarán de ser los traductores. Si se considera a x como la cantidad de personas que solo hablan español y no hay personas que hablen dos idiomas, ¿cuál de las siguientes expresiones permite calcular la probabilidad de que al elegir a una persona al azar esta hable español? x",False,,assets/images/2024/PAES_2024_M1_Q64_completa.png,19 + x 1,,x + 3 x + 3,,19 x + 3,,x +19,,D
PAES_2024_M1_Q65,2024,PAES Regular 2024 (Admisión 2024),Matemática 1 (M1),113,65,False,55,"Un curso vende una rifa para juntar dinero para un paseo. La rifa tiene 250 números distintos, todos con la misma probabilidad de ser sorteados. El profesor le dice a un estudiante, que compró números de la rifa, que tiene una 1 probabilidad de de ganarla. 50 ¿Cuántos números de la rifa compró ese estudiante?",False,,assets/images/2024/PAES_2024_M1_Q65_completa.png,1,,5,,50,,51,,B
PAES_2025_M1_Q02,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,2,False,3,Considera la siguiente recta numérica: -1 0 1 () ¿Cuál de los siguientes procedimientos representa la operación -5+ -8 usando la recta numérica?,True,assets/images/2025/PAES_2025_M1_Q02_enunciado.png,assets/images/2025/PAES_2025_M1_Q02_completa.png,Ubicarse en el -5 y desplazarse 8 unidades a la izquierda.,,Ubicarse en el -5 y desplazarse 8 unidades a la derecha.,,Ubicarse en el -8 y desplazarse 5 unidades a la derecha.,,Ubicarse en el -8 y desplazarse 3 unidades a la derecha.,,A
PAES_2025_M1_Q03,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,3,False,4,"(4 ()((5 ()(Para encontrar el resultado de | · 4 · 3 - 6 ÷: | · 12 - 2 · 4 ÷, se realiza el)5))3) siguiente procedimiento, cometiéndose un error. Paso 1: se resuelven las operaciones de los paréntesis internos, obteniéndose (4 ((5 (() | · -12 ÷: | · 40÷.)5))3) 48 200 Paso 2: se resuelven las multiplicaciones, obteniéndose -:. 5 3 48 3 Paso 3: se resuelve la división como - ·. 5 200 18 Paso 4: se resuelve la multiplicación, obteniéndose -. 125 ¿En cuál de los pasos se cometió el error?",False,,assets/images/2025/PAES_2025_M1_Q03_completa.png,En el Paso 1,,En el Paso 2,,En el Paso 3,,En el Paso 4,,A
PAES_2025_M1_Q04,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,4,False,5,"Una persona necesita comprar 60 kg de alimento de cierta marca para sus perros. En una tienda para mascotas, ese alimento tiene los siguientes precios: · El saco de 20 kg se vende a $33500. · El saco de 15 kg se vende a $25000. · El saco de 12 kg se vende a $20000. · El saco de 5 kg se vende a $10000. Si la persona requiere priorizar en primer lugar el menor precio a pagar y luego la menor cantidad de sacos, ¿cuál de las siguientes opciones le conviene a la persona?",False,,assets/images/2025/PAES_2025_M1_Q04_completa.png,Comprar doce sacos de 5 kg.,,Comprar cinco sacos de 12 kg.,,Comprar cuatro sacos de 15 kg.,,Comprar tres sacos de 20 kg.,,C
PAES_2025_M1_Q06,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,6,False,6,"Dos personas se juntan a realizar ejercicios, pero cada una tiene su propia rutina, las que se detallan a continuación: · La primera persona realiza ejercicios durante 2 minutos y luego se toma 30 segundos de descanso, repitiendo esta serie ocho veces. · La segunda persona realiza ejercicios durante 1 minuto y 30 segundos y luego se toma 15 segundos de descanso, repitiendo esta serie doce veces. Si las dos personas comienzan sus rutinas al mismo tiempo, ¿cuál de los siguientes argumentos garantiza que una de las personas termina la rutina antes que la otra?",False,,assets/images/2025/PAES_2025_M1_Q06_completa.png,Que la cantidad de repeticiones de las series de ambas personas es distinta.,,Que el tiempo de descanso de ambas personas es distinto.,,"Que la suma entre el tiempo de ejercicio, el descanso y las repeticiones de las series es distinta en cada persona.",,"Que la suma entre el tiempo de ejercicio y el descanso, multiplicada por las repeticiones de las series, es distinta en cada persona.",,D
PAES_2025_M1_Q07,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,7,False,7,"Una persona recorrió en bicicleta una ruta de 30 km en 3 días. 1 3 El primer día recorrió de la ruta, el segundo día recorrió de lo que le faltaba 3 5 y el tercer día recorrió el resto. ¿Cuántos kilómetros recorrió el tercer día?",False,,assets/images/2025/PAES_2025_M1_Q07_completa.png,15,,10,,8,,2,,C
PAES_2025_M1_Q09,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,9,False,8,"Para conocer el equivalente en centímetros de una distancia medida en millas, se utiliza el siguiente modelo: C =160934 · x, tal que x es la distancia en millas y C es el equivalente en centímetros. Si un kilómetro es equivalente a 100000 centímetros, ¿cuál de las siguientes igualdades representa la equivalencia en kilómetros k de una distancia de x millas? 100000 · x",False,,assets/images/2025/PAES_2025_M1_Q09_completa.png,k = 160934,,k =160934 · x ·100000 160934 · x,,k = 100000,,k =160934 · x -100000,,C
PAES_2025_M1_Q10,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,10,False,9,"La regla de Naegele es un método que permite determinar la fecha probable de parto de una mujer, determinando el día, mes y año tal como se representa en el siguiente diagrama: Si la fecha de la última menstruación de una mujer embarazada fue el 19/04/2022, ¿cuál será la probable fecha de parto de esta mujer según la regla de Naegele?",True,assets/images/2025/PAES_2025_M1_Q10_enunciado.png,assets/images/2025/PAES_2025_M1_Q10_completa.png,26/01/2023,,19/01/2023,,12/01/2023,,16/01/2023,,A
PAES_2025_M1_Q11,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,11,False,10,"Si 30 corresponde al 20 % de una cantidad, ¿cuál es dicha cantidad?",False,,assets/images/2025/PAES_2025_M1_Q11_completa.png,6,,50,,150,,600,,C
PAES_2025_M1_Q13,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,13,False,10,"Si p aumentado en su 40 % es 150, ¿cuál de las siguientes expresiones corresponde a p?",False,,assets/images/2025/PAES_2025_M1_Q13_completa.png,150 - 40 100 ·150,,140 150,,140 40,,150 - 100,,B
PAES_2025_M1_Q15,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,15,False,11,"En los departamentos de Administración y de Talleres de una empresa se necesitaba contratar a 150 personas entre ambos departamentos. Se presentaron 500 postulantes, según el detalle de la tabla adjunta. Departamento Postulantes Contratados Hombres 200 20 Administración Mujeres 50 5 Hombres 50 25 Talleres Mujeres 200 100 ¿Cuál de las siguientes afirmaciones es verdadera?",True,assets/images/2025/PAES_2025_M1_Q15_enunciado.png,assets/images/2025/PAES_2025_M1_Q15_completa.png,"Del total de los hombres que postularon, exactamente un 9 % fue contratado.",,En Administración se contrató al 20 % del total de quienes postularon a ese departamento.,,Exactamente un 5 % de las mujeres que fueron contratadas corresponden al departamento de Administración.,,En Talleres se contrató al 50 % de los hombres y al 50 % de las mujeres postulantes a ese departamento.,,D
PAES_2025_M1_Q17,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,17,True,12,Una tienda ofrece un 20 % de descuento en el precio por la compra de cualquier camisa. Una persona quiere comprar tres camisas que tienen un valor de $30000 cada una sin descuento. ¿Cuál de las siguientes expresiones representa el valor total que pagará la persona? (20 (,False,,assets/images/2025/PAES_2025_M1_Q17_completa.png,$|3 · 30000 · ÷) 100) (80 (,,$|3 · 30000 · ÷) 100) (60 (,,$|3 · 30000 · ÷) 100) (40 (,,$|3 · 30000 · ÷) 100),,B
PAES_2025_M1_Q21,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,21,False,12,2 ¿Cuál de los siguientes números es igual a? 2,False,,assets/images/2025/PAES_2025_M1_Q21_completa.png,2 2,,2,,2,,2 - 2,,C
PAES_2025_M1_Q23,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,23,False,13,"En un estudio sobre cierto insecticida, se determinó que, después de cada 2 semana de uso, la cantidad de insectos disminuye a de la cantidad de 5 insectos que había al comienzo de dicha semana. Para acabar con una plaga de 1000 insectos, se utilizará este insecticida y cuando solo queden 64 individuos o menos, se requerirá de un día más para acabar con la plaga. Si se asume que los insectos no se reproducen durante el periodo de aplicación del insecticida, ¿cuántos días se necesitarán para acabar con la plaga?",False,,assets/images/2025/PAES_2025_M1_Q23_completa.png,21,,22,,42,,43,,B
PAES_2025_M1_Q24,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,24,False,13,"() 2 Si x + 5 ·P = x - x -30, con x ≠ -5, ¿cuál de las siguientes expresiones es igual a P?",False,,assets/images/2025/PAES_2025_M1_Q24_completa.png,x -35 2,,x - 6,,x + 6,,x - 6,,D
PAES_2025_M1_Q25,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,25,False,14,() ¿Cuál de las siguientes expresiones es igual a b - 3 b -1?,False,,assets/images/2025/PAES_2025_M1_Q25_completa.png,-2b + 3,,-2b -1,,-2b + 1,,-2b - 3,,A
PAES_2025_M1_Q26,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,26,False,14,"Una persona compró 20 kg de naranjas en $16000 y 20 kg de manzanas en $18000. Si la cantidad de kilogramos de frutas y su precio se modelan por medio de una relación lineal, ¿cuál de las siguientes expresiones representa el precio total, en pesos, al comprar x kg de cada fruta? (16000 18000(",False,,assets/images/2025/PAES_2025_M1_Q26_completa.png,(16000 18000(A) | + ÷ · x) 20 20) (20 ·16000 20 ·18000(,,(20 ·16000 20 ·18000(B) | + ÷) x x),,16000 · x + 18000 · x (16000 +18000(,,(16000 +18000(D) | ÷) x),,A
PAES_2025_M1_Q27,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,27,False,15,"Una persona va a comprar 18 yogures y el precio de cada uno es $M. Para ello lleva un monto de $P, el cual es suficiente para comprar. ¿Cuál de las siguientes expresiones corresponde al dinero que le sobra?",False,,assets/images/2025/PAES_2025_M1_Q27_completa.png,$ P -18 · M (18 · M(,,$| ÷) P),,$ P - M (P - 18(,,$| ÷) M),,A
PAES_2025_M1_Q28,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,28,False,15,"Una persona mide la longitud de un objeto con una huincha, obteniendo que este mide 43,2 centímetros. Considera que 2 pulgadas son aproximadamente 5,1 centímetros, ¿cuál es la medida del objeto, en pulgadas?",False,,assets/images/2025/PAES_2025_M1_Q28_completa.png,2 pulgadas,,5 pulgadas,,17 pulgadas,,108 pulgadas,,C
PAES_2025_M1_Q29,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,29,False,16,"Una persona quiere desinfectar un sector de juegos. Para ello utilizará un líquido desinfectante que trae la siguiente información en la etiqueta: Tabla de dilución líquido desinfectante Cantidad de Diluir en: desinfectante 5 mL un cuarto litro de agua 10 mL medio litro de agua 20 mL un litro de agua Si la persona usa una jeringa de 5 mL para añadir el desinfectante en un balde con cinco litros de agua, ¿cuántas veces tiene que vaciar el contenido de la jeringa llena en el agua?",True,assets/images/2025/PAES_2025_M1_Q29_enunciado.png,assets/images/2025/PAES_2025_M1_Q29_completa.png,5,,20,,25,,100,,B
PAES_2025_M1_Q31,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,31,False,17,"Para una fiesta se compraron tres botellas de jugo del mismo precio y tres botellas de bebidas del mismo precio, gastándose en total $16770. Una botella de bebida es $390 más cara que una botella de jugo. ¿Cuál de las siguientes ecuaciones permite determinar el precio x de una botella de jugo, en pesos?",False,,assets/images/2025/PAES_2025_M1_Q31_completa.png,3x + 390 =16770,,6x + 390 =16770,,3x + 3 x + 390 =16770,,3x + 3 x - 390 =16770,,C
PAES_2025_M1_Q32,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,32,False,18,"La figura adjunta corresponde a una representación del triángulo de Pascal. En esta representación, el número en cada casilla blanca corresponde a la suma de las dos casillas inmediatamente superiores. Ejemplo ¿Cuál de las siguientes expresiones representa a x en términos de p?",True,assets/images/2025/PAES_2025_M1_Q32_enunciado.png,assets/images/2025/PAES_2025_M1_Q32_completa.png,p -15,,p -10,,p + 10,,p + 15,,B
PAES_2025_M1_Q33,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,33,False,19,"En un partido de básquetbol, un jugador tiene la posibilidad de hacer anotaciones que valen dos o tres puntos, dependiendo del lugar desde el que lanzó el balón al anotar. Un jugador marcó 37 puntos en el último partido haciendo cinco anotaciones de dos puntos y x anotaciones de tres puntos. ¿Cuál de las siguientes ecuaciones permite determinar la cantidad de anotaciones de tres puntos que hizo el jugador?",False,,assets/images/2025/PAES_2025_M1_Q33_completa.png,x + 5 = 37,,x +10 = 37,,3x + 5 = 37,,3x + 10 = 37,,D
PAES_2025_M1_Q34,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,34,False,20,"Tomás y cuatro de sus amigos van a un parque de diversiones. El parque cobra una entrada a todos los asistentes y un gasto adicional por entrar a cierta atracción. Tomás decide pagar el total de estos gastos y luego cobrar a cada quien su parte. Escribe lo siguiente en el chat del grupo de amigos que fueron al parque. Si Tomás pagó un total de $31000 en su visita al parque, ¿cuál de las siguientes ecuaciones permite calcular el precio x que se pagó por cada entrada al parque?",True,assets/images/2025/PAES_2025_M1_Q34_enunciado.png,assets/images/2025/PAES_2025_M1_Q34_completa.png,4000 · 4 + 5x = 31000,,4000 · 4 + 3x = 31000,,4000 · 5 + 4x = 31000,,4000 · 5 + 5x = 31000,,A
PAES_2025_M1_Q35,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,35,False,21,"La cantidad n de chirridos por minuto que emite un grillo se relaciona con la (n - 40(temperatura ambiental mediante la ecuación T = 10 + | ÷, tal que T es la) 7) temperatura ambiental en °C. ¿Cuántos chirridos por minuto emitirá un grillo si la temperatura ambiental es de 20 °C?",False,,assets/images/2025/PAES_2025_M1_Q35_completa.png,8,,30,,110,,170,,C
PAES_2025_M1_Q36,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,36,False,21,"Una persona vende plantas por internet a $3500 cada una. Un mes necesita realizar ventas por un monto superior a $500000. A mediados del mes, ha vendido solo 40 plantas y teme que no alcance su meta de ventas, por lo que decide comenzar a vender las plantas a $4500 cada una por el resto del mes. ¿Cuál de las siguientes inecuaciones permite calcular la cantidad x de plantas que tiene que vender la segunda mitad del mes para alcanzar su meta?",False,,assets/images/2025/PAES_2025_M1_Q36_completa.png,40 ·3500x + 4500 < 500000,,40 ·3500x + 4500 > 500000,,40 ·3500 + 4500x < 500000,,40 ·3500 + 4500x > 500000,,D
PAES_2025_M1_Q38,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,38,False,22,"Una empresa distribuye bidones de agua de 20 L por un valor de $2200 cada uno. Esta empresa tiene un plan en el que cobra una suscripción mensual de $2000, con lo cual el precio de cada uno de esos bidones comprados en el mes se reduce a $1800. Otra empresa tiene un servicio similar, pero cobra una suscripción mensual de $2500 para que el precio de cada bidón del mismo tipo se reduzca a $1600. Si una persona se suscribe a alguna de estas empresas, ¿cuál es la cantidad mínima de bidones que tiene que comprar para que le convenga económicamente la segunda empresa?",False,,assets/images/2025/PAES_2025_M1_Q38_completa.png,1,,2,,3,,4,,C
PAES_2025_M1_Q42,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,42,False,23,"Considera la función cuadrática f, cuyo dominio es el conjunto de los números () 2 reales, definida por f x = ax + bx + c. Si los coeficientes b y c son cero, ¿cuál de los siguientes gráficos podría corresponder a la gráfica asociada a f?",False,,assets/images/2025/PAES_2025_M1_Q42_completa.png,Y X,assets/images/2025/PAES_2025_M1_Q42_alt_a.png,Y X,assets/images/2025/PAES_2025_M1_Q42_alt_b.png,Y X,assets/images/2025/PAES_2025_M1_Q42_alt_c.png,X,assets/images/2025/PAES_2025_M1_Q42_alt_d.png,B
PAES_2025_M1_Q44,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,44,False,24,"Un estudiante debe rendir cuatro pruebas en un semestre, de las cuales ya tiene tres notas, estas son 5, 6 y 4. ¿Cuál de las siguientes expresiones permite determinar el promedio que tendría el estudiante con su cuarta nota x? 15 + x",False,,assets/images/2025/PAES_2025_M1_Q44_completa.png,4 15 + x,,2 5 + x,,2 15 + x,,3,,A
PAES_2025_M1_Q47,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,47,False,25,"Los resultados de las elecciones del centro de estudiantes de un colegio estarán muy estrechos. Para tratar de predecir el resultado, se encuesta a algunos estudiantes por su intención de voto. En los gráficos adjuntos se presentan los resultados. Por quién votarán las mujeres Por quién votarán los hombres Frecuencia Ana Carlos 45 16 % 38 24 % 35 32 Juan 24 % Sofía 36 % Ana Juan Sofía Carlos Si la cantidad de hombres y mujeres que respondieron la encuesta es la misma, ¿cuál de las siguientes tablas presenta la intención de todos los votos?",True,assets/images/2025/PAES_2025_M1_Q47_enunciado.png,assets/images/2025/PAES_2025_M1_Q47_completa.png,Frecuencia Ana 61 Juan 62 Sofía 71 Carlos 56,assets/images/2025/PAES_2025_M1_Q47_alt_a.png,Frecuencia Ana 46 Juan 49 Sofía 59 Carlos 45,assets/images/2025/PAES_2025_M1_Q47_alt_b.png,Frecuencia Ana 69 Juan 143 Sofía 232 Carlos 300,assets/images/2025/PAES_2025_M1_Q47_alt_c.png,Frecuencia Ana 69 Juan 74 Sofía 89 Carlos 68,assets/images/2025/PAES_2025_M1_Q47_alt_d.png,D
PAES_2025_M1_Q48,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,48,False,26,"Los números 68, x, 75, 80 y 70 tienen un promedio de 73. ¿Cuál es el valor de x?",False,,assets/images/2025/PAES_2025_M1_Q48_completa.png,"73,25",,73,,72,,"58,6",,C
PAES_2025_M1_Q49,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,49,False,26,En la tabla adjunta se presenta la distribución de la cantidad de videojuegos que tiene un grupo de jóvenes de un colegio. Cantidad de videojuegos Frecuencia 1 10 2 8 3 5 4 5 5 8 6 10 ¿Cuál de los siguientes argumentos es verdadero?,True,assets/images/2025/PAES_2025_M1_Q49_enunciado.png,assets/images/2025/PAES_2025_M1_Q49_completa.png,"El promedio de la cantidad de videojuegos es 3,5, porque es el promedio de los datos centrales.",,"El rango de la cantidad de videojuegos es 5, porque la resta entre la frecuencia mayor y la frecuencia menor es 5.",,"El promedio de la cantidad de videojuegos es 3,5, porque es el promedio entre la mayor y la menor cantidad de videojuegos.",,"La moda de la cantidad de videojuegos es 1 y 6, porque son los dos datos que más se repiten.",,D
PAES_2025_M1_Q51,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,51,False,27,"En una encuesta, las personas indicaron su preferencia de estilo musical, eligiendo solo una de entre las opciones rock, pop, rap y reguetón, obteniéndose las respuestas que se presentan en la siguiente tabla: Estilo Musical Frecuencia Rock 7 Pop 4 Rap 3 Reguetón 6 Si se selecciona al azar a una persona de las encuestadas, ¿cuál es la probabilidad de que prefiera el rock? 1",True,assets/images/2025/PAES_2025_M1_Q51_enunciado.png,assets/images/2025/PAES_2025_M1_Q51_completa.png,7 7,,13 13,,20 7,,20,,D
